UUID|Id|InPool|Name|Cost|Level|Attack|Health|Game Text|Golden or regular|Type|Subtypes|Keywords
351|SBB_CHARACTER_WORLDSERPENT|True|Jormungand|6|6|20|20|When another one of your characters triggers a <b>Slay</b> ability, +20/+20 this brawl.<b>Slay:</b> +20/+20<b> </b>this brawl.|Regular|Character|Monster|Slay
352|GOLDEN_SBB_CHARACTER_WORLDSERPENT|True|Jormungand|6|6|40|40|When another one of your characters triggers a <b>Slay</b> ability, +40/+40 this brawl.<b>Slay:</b> +40/+40 this brawl.|Golden|Character|Monster|Slay
353|SBB_CHARACTER_GRUMBLEGORE|True|Boom Hilda|6|6|10|5|<b>RangedSupport:</b> +10 Attack|Regular|Character|Evil - Monster - Mage|Ranged - Support
354|GOLDEN_SBB_CHARACTER_GRUMBLEGORE|True|Boom Hilda|6|6|20|10|<b>RangedSupport:</b> +20 Attack|Golden|Character|Evil - Monster - Mage|Ranged - Support
355|SBB_CHARACTER_THEGREENKNIGHT|True|The Green Knight|6|6|10|30|<b>Support: </b>+10 Health|Regular|Character|Good - Treant|Support
356|GOLDEN_SBB_CHARACTER_THEGREENKNIGHT|True|The Green Knight|6|6|20|60|<b>Support: </b>+20 Health|Golden|Character|Good - Treant|Support
357|SBB_CHARACTER_FORGEMASTERDWARF|True|Lordy|6|6|7|7|At the start of each brawl, give your Dwarves +2/+2 this brawl for each Dwarf you have.|Regular|Character|Dwarf|
358|GOLDEN_SBB_CHARACTER_FORGEMASTERDWARF|True|Lordy|6|6|14|14|At the start of each brawl, give your Dwarves +4/+4 this brawl for each Dwarf you have.|Golden|Character|Dwarf|
359|SBB_CHARACTER_DOOMBREATH|True|Doombreath|6|6|10|6|I also damage characters behind the character I attack.|Regular|Character|Evil - Dragon|Scattershot
360|GOLDEN_SBB_CHARACTER_DOOMBREATH|True|Doombreath|6|6|20|12|I also damage characters behind the character I attack.|Golden|Character|Evil - Dragon|Scattershot
361|SBB_CHARACTER_HERCULES|True|Hercules|6|6|25|25|<b>Quest: </b>I deal 100 damage.|Regular|Character|Good - Royal|Quest
362|GOLDEN_SBB_CHARACTER_HERCULES|True|Hercules|6|6|50|50|<b>Quest: </b>I deal 100 damage.|Golden|Character|Good - Royal|Quest
363|SBB_CHARACTER_ECHOWOODSHAMBLER|True|Echowood|6|6|1|1|When another one of your characters gains Attack or Health during a brawl, so do I.|Regular|Character|Treant|
364|GOLDEN_SBB_CHARACTER_ECHOWOODSHAMBLER|True|Echowood|6|6|2|2|When another one of your characters gains Attack or Health during a brawl, I gain twice as much.|Golden|Character|Treant|
365|SBB_CHARACTER_BURNINGTREE|True|Burn Beard|6|6|4|20|Bonuses to my Attack also add to my Health.|Regular|Character|Evil - Treant|
366|GOLDEN_SBB_CHARACTER_BURNINGTREE|True|Burn Beard|6|6|8|40|Bonuses to my Attack also add double to my Health.|Golden|Character|Evil - Treant|
367|SBB_CHARACTER_GOODBOY|True|Good Boy|6|6|2|2|<b>Last Breath:</b> Give your other Good characters my Attack and Health this brawl.|Regular|Character|Good - Animal|LastBreath
368|GOLDEN_SBB_CHARACTER_GOODBOY|True|Good Boy|6|6|4|4|<b>Last Breath:</b> Give your other Good characters double my Attack and Health this brawl.|Golden|Character|Good - Animal|LastBreath
369|SBB_CHARACTER_THEGREATANDPOWERFUL|True|Scion of the Storm|6|6|2|2|+2/+2 for each spell you have cast this game.|Regular|Character|Mage|
370|GOLDEN_SBB_CHARACTER_THEGREATANDPOWERFUL|True|Scion of the Storm|6|6|4|4|+4/+4 for each spell you have cast this game.|Golden|Character|Mage|
371|SBB_CHARACTER_KINGTREE|True|Ashwood Elm|6|6|0|15|At the start of each brawl, give your Treants +Attack equal to my Health this brawl.|Regular|Character|Evil - Treant|
372|GOLDEN_SBB_CHARACTER_KINGTREE|True|Ashwood Elm|6|6|0|30|At the start of each brawl, give your Treants +Attack equal to double my Health this brawl.|Golden|Character|Evil - Treant|
373|SBB_CHARACTER_PROSPERO|True|Bearstine|6|6|7|10|Your other Animals have +2/+2.When you summon an Animal during a brawl, double its Attack and Health.|Regular|Character|Good - Animal - Mage|
374|GOLDEN_SBB_CHARACTER_PROSPERO|True|Bearstine|6|6|14|20|Your other Animals have +4/+4.When you summon an Animal during a brawl, triple its Attack and Health.|Golden|Character|Good - Animal - Mage|
375|SBB_CHARACTER_PUMPKINKING|True|The Great Pumpkin|6|6|10|10|<b>Last Breath:</b> For each of your dead Evil characters, summon a random lower level Evil character.|Regular|Character|Evil - Monster|LastBreath
376|GOLDEN_SBB_CHARACTER_PUMPKINKING|True|The Great Pumpkin|6|6|20|20|<b>Last Breath:</b> For each of your dead Evil characters, summon a random Upgraded lower level Evil character.|Golden|Character|Evil - Monster|LastBreath
377|SBB_CHARACTER_MONSTERLORD|True|Oni Tyrant|6|6|13|13|When one of your Monsters attacks, give it +13/+13 this brawl.|Regular|Character|Evil - Monster|
378|GOLDEN_SBB_CHARACTER_MONSTERLORD|True|Oni Tyrant|6|6|26|26|When one of your Monsters attacks, give it +26/+26 this brawl.|Golden|Character|Evil - Monster|
379|SBB_SPELL_CROCBAIT|True|Croc Bait|6|6|0|0|Swallow a character to get a 10/10 Captain Croc with "<b>Last Breath</b>: Summon the character I swallowed."|Regular|Spell||
380|SBB_SPELL_GIGANTIFY|True|Gigantify|4|6|0|0|Give a character +10 Health permanently.|Regular|Spell|RandomSpell - BeneficialSpell|
381|SBB_SPELL_HUGIFY|True|Fierceify|4|6|0|0|Give a character +10 Attack permanently.|Regular|Spell|RandomSpell - BeneficialSpell|
382|SBB_SPELL_KNIGHTHOOD|True|Knighthood|12|6|0|0|Permanently Upgrade a character.|Regular|Spell|RandomSpell - BeneficialSpell|
383|SBB_SPELL_EVILTWIN|True|Evil Twin|8|6|0|0|Create a plain copy of a Good character, but it's Evil!|Regular|Spell|RandomSpell - BeneficialSpell|
384|SBB_SPELL_DISINTEGRATE|True|Smite|3|6|0|0|Deal 30 damage to a random enemy.|Regular|Spell|BrawlSpell - DamageSpell - RandomSpell|
385|SBB_SPELL_PIGOMORPH|True|Pigomorph|5|6|0|0|Transform a random enemy into a 10/10 Pig.|Regular|Spell|BrawlSpell - RandomSpell|
386|SBB_SPELL_FOG|True|Fog|2|6|0|0|Reduce a random <b>Ranged</b> enemy's Attack to 1 this brawl.|Regular|Spell|RandomSpell|Ranged
387|SBB_SPELL_DIVINATION|True|Drink Me Potion|1|6|0|0|Roll a shop filled with spells. You can cast another spell this round.|Regular|Spell||
388|SBB_SPELL_MASTERDISGUISE|True|It Was All a Dream|4|6|0|0|Pick a new hero.|Regular|Spell|RandomSpell|
389|SBB_TREASURE_SPEAROFACHILLES|True|Spear of Achilles|6|6|0|0|When one of your characters attacks, give it +7/+7 this brawl.|Regular|Treasure||
390|SBB_TREASURE_EMBIGGININGSTONE|True|Embiggening Stone|6|6|0|0|Characters in your shop have +10/+10.|Regular|Treasure||
391|SBB_TREASURE_ELDERWAND|True|Wand of Weirding|6|6|0|0|When you buy a spell, cast it twice.|Regular|Treasure||
392|SBB_TREASURE_WHIRLINGBLADES|True|The Singing Sword|6|6|0|0|Your front row characters have +15 Attack.|Regular|Treasure||
393|SBB_TREASURE_IVORYOWL|True|Ivory Owl|6|6|0|0|At the start of each brawl, give your characters +2/+2 permanently.|Regular|Treasure||
394|SBB_TREASURE_DRAGONSHOARD|True|Pandora's Box|6|6|0|0|After next brawl, this transforms into a random level 7 treasure.|Regular|Treasure||
395|SBB_TREASURE_THEARK|True|The Ark|6|6|0|0|Your starting characters have +12/+12 if you have a character of each level.|Regular|Treasure||
396|SBB_TREASURE_PHOENIXFEATHER|True|Phoenix Feather|6|6|0|0|The first time your highest Attack character dies, summon it.|Regular|Treasure||
397|SBB_TREASURE_THENINTHBOOKOFMERLIN|True|The 9th Book of Merlin|6|6|0|0|Your Mages have "<b>Last Breath:</b> Cast a random spell."|Regular|Treasure||LastBreath
398|SBB_TREASURE_TREASURECHEST|True|Mimic|6|6|0|0|Double the abilities of your other treasures.|Regular|Treasure||
399|SBB_TREASURE_THEROUNDTABLE|True|The Round Table|7|7|0|0|At the start of each brawl, your characters' Attack and Health both become the highest of the two.|Regular|Treasure||
400|SBB_TREASURE_BLACKPRISM|True|Black Prism|7|7|0|0|When you buy and cast a spell directly on one of your characters, cast it on all of them.|Regular|Treasure||
401|SBB_TREASURE_EXCALIBUR|True|Excalibur|7|7|0|0|All characters in your shop are Upgraded.|Regular|Treasure||
402|SBB_TREASURE_THEHOLYGRAIL|True|The Holy Grail|7|7|0|0|After the next brawl, gain more gold than you could ever spend.|Regular|Treasure||
403|SBB_TREASURE_MIRRORUNIVERSE|True|Mirror Mirror|7|7|0|0|When one of your starting characters in your front row dies, summon a 1/1 plain copy of it.|Regular|Treasure||
404|SBB_TREASURE_FAIRYQUEENSWAND|True|Fairy Queen's Wand|7|7|0|0|Your characters have +7/+7. Whoever gets first place this game gets +100 bonus Fairy Dust.|Regular|Treasure||
405|SBB_TREASURE_MAGICSWORD+100|True|Magic Sword +100|7|7|0|0|Your first character has +100 Attack.|Regular|Treasure||
406|SBB_TREASURE_RADIANTPRISM|True|The World Tree|7|7|0|0|Your characters count as all types.|Regular|Treasure||
407|SPK_CHARACTER_PRINCESSPEA|True|Empress Pea|6|6|5|5|I get double bonuses from <b>Supports</b>.<b>Last Breath: </b>Give the characters Supporting me my Attack and Health this brawl.|Regular|Character|Good - Royal|LastBreath
408|GOLDEN_SPK_CHARACTER_PRINCESSPEA|True|Empress Pea|6|6|10|10|I get triple bonuses from <b>Supports</b>.<b>Last Breath: </b>Give the characters Supporting me double my Attack and Health this brawl.|Golden|Character|Good - Royal|LastBreath
409|SBB_SPELL_EVILTWIN2|False|Evil Twin|0|6|0|0|Create a plain copy of a Good character, but it's Evil! You can cast another spell this round.|Regular|Spell||
410|SPK_HERO_LUCKYLEPRECHAUN|True|Rumplestiltskin|0|3|0|40|You start with <b>Spinning Gold</b>. (Double your gold.)|Regular|Hero||
413|SBB_HERO_ZIPPYTHEZOMBEE|True|Zippee the Zombee|0|3|0|40|You get an <b>Evil Twin</b> every 15 enemies you kill. (Create a plain copy of a Good character, but it's Evil!)|Regular|Hero||
414|SBB_HERO_TUTORIALHERO|False|Tutorial Hero|0|2|0|40|After each brawl, you gain +1 Health.|Regular|Hero||
416|SBB_CHARACTER_ANGRYDWARF|True|Fanny|4|4|4|4|<b>Dwarf Support</b>: +4/+4|Regular|Character|Dwarf|Support
417|GOLDEN_SBB_CHARACTER_ANGRYDWARF|True|Fanny|4|4|8|8|<b>Dwarf Support:</b> +8/+8|Golden|Character|Dwarf|Support
418|SBB_HERO_PUFFY|True|Puffy|0|3|0|40|You start with a 1/1 <b>Baby Puff Puff</b>. (Last Breath: Give all your Puff Puffs everywhere +1/+1 permanently.)|Regular|Hero||
419|SBB_HERO_GOLDILOCKS2|True|Goldilocks|0|3|0|40|When you level up, you get +2 gold and your next shop is all characters of your level.|Regular|Hero||
420|SBB_CHARACTER_PUFFYPUFF|False|Baby Puff Puff|2|2|1|1|Puff Puffs don't triple.<b>Last Breath:</b> Give all your Puff Puffs everywhere +1/+1 permanently.|Regular|Character|Good - Puff - Puff|LastBreath
421|GOLDEN_SBB_CHARACTER_PUFFYPUFF|False|Baby Puff Puff|2|2|2|2|<b>Last Breath:</b> Give all your Puff Puffs everywhere +2/+2 permanently.|Golden|Character|Good - Puff - Puff|LastBreath
